reep_id,key_wikidata,name,alias
reep_p29e867aa,Q21004843,Brian Anunga,Brian Anunga Tah
reep_p29e867aa,Q21004843,Brian Anunga,Tah Anunga
reep_p69bedc8f,Q57456997,Brian Brobbey,Brobbey
reep_pdf4c5dc9,Q127513759,Brian Bwire,Brian Okoth Bwire
reep_p46fe7975,Q4197956,Brian Idowu,Bryan Idowu
reep_p46fe7975,Q4197956,Brian Idowu,Bryan Oladapo Idowu
reep_p08d3fb52,Q34035441,Brian Leiva,Brian Leiva Vargas
reep_p8bd55880,Q18224069,Brian Lozano,Brian Avelino Lozano Aparicio
reep_p6a9d957e,Q67081668,Brian López,Brian López Nina
reep_pc72f6cb4,Q20890271,Brian Mansilla,Braian Mansilla
reep_p4f6c7575,Q111518118,Brian Mansilla,Brian Mansilla Islas
reep_p7b4cc6e7,Q37228925,Brian Martín,Brian Martín Pagés
reep_pc82bed85,Q41187674,Brian Martínez,Brian Martínez Nava
reep_p40896413,Q137900631,Brian Nicolás Quintana,Brian Quintana
reep_pd6b6a0d2,Q18045246,Brian Oliván Herrero,Brian Oliván
reep_p71505081,Q116927290,Brian Romero,Brian Carmona Romero
reep_p572b0c55,Q30901808,Brian Rubio,Brian Rubio Rodríguez
reep_pea1e0b2e,Q15627817,Brice Samba,B. Samba
reep_pea1e0b2e,Q15627817,Brice Samba,Samba
reep_t19fa7b64,Q4966008,Brickfield Rangers F.C.,Brickfield Rangers
reep_p0620f270,Q27927273,Bright Gyamfi,B. Gyamfi
reep_tfa99f7f9,Q19453,Brighton & Hove Albion F.C.,Brighton & Hove Albion
reep_tfa99f7f9,Q19453,Brighton & Hove Albion F.C.,Brighton & Hove Albion FC
reep_tfa99f7f9,Q19453,Brighton & Hove Albion F.C.,Brighton and Hove Albion Football Club
reep_pb7198604,Q36694978,Brighton Labeau,B. Labeau
reep_pf2766740,Q17385683,Brinner Henrique Santos Souza,Brinner
reep_t23bfc60b,Q4968556,Brisbane City FC,Brisbane City
reep_t4f0b2c0f,Q19456,Bristol City F.C.,Bristol City
reep_t69315d92,Q48925,Bristol Rovers F.C.,Bristol Rovers
reep_t1ce45c53,Q4971508,Briton Ferry Llansawel A.F.C.,Briton Ferry Llansawel
reep_t494694e3,Q4972228,Broadmeadow Magic FC,Broadmeadow Magic
reep_t473c3f81,Q1584552,Bromley F.C.,Bromley
reep_t2e74d9b5,Q2890475,Brora Rangers F.C.,Brora Rangers
reep_p345a964f,Q266436,Brown Ideye,Ideye Brown
reep_p1ccd283b,Q1185419,Bruma,Armindo Tué Na Bangna
reep_pca7f4875,Q97761057,Bruna Santos Nhaia,Bruninha
reep_p57533a35,Q58494909,Brunallergene Etou,Brunallergene Junior Etou
reep_pd26a2b4c,Q85749262,Bruno,Bruno de Oliveira
reep_pba53c737,Q115208417,Bruno Almeida,Bruno Pereira Soares Almeida
reep_p45ab2e4b,Q193000,Bruno Alves,Bruno Eduardo Regufe Alves
reep_p94863d05,Q23063345,Bruno Alves de Souza,Bruno Alves
reep_p23962bc9,Q2926615,Bruno Amaro Sousa,Bruno Amaro
reep_p23962bc9,Q2926615,Bruno Amaro Sousa,Bruno Amaro Sousa Barros
reep_pfdeadb1a,Q20992193,Bruno Anderson da Silva Sabino,Bruninho
reep_p5147f65e,Q20641441,Bruno Araújo dos Santos,Bruno Santos
reep_p6312aace,Q17623150,Bruno Batista Pereira Pires,Bruno Pirri
reep_p2b55aa4a,Q610695,Bruno Bianchi,Bruno Bianchi Massey
reep_pfe0b0cea,Q58216473,Bruno Bispo dos Anjos,Bruno Bispo
reep_p82772dd0,Q102218823,Bruno Báez,Bruno Báez Panero
reep_pab13234b,Q132124580,Bruno Caicedo,Bruno Caicedo Quiñonez
reep_p2df497ff,Q4979169,Bruno Cesar Pereira Silva,Bruno Silva
reep_pbdeff71c,Q53979478,Bruno Cesar Xavier Sislo,Bruno Xavier
reep_pbdeff71c,Q53979478,Bruno Cesar Xavier Sislo,Bruno Xavier Sislo
reep_pff0d926c,Q4979179,Bruno Costa de Souza,Bruno Costa
reep_p00705f0b,Q2926714,Bruno Cristiano Conceição Carvalho Santos,Bruno Santos
reep_p00705f0b,Q2926714,Bruno Cristiano Conceição Carvalho Santos,Cris
reep_p3d5338d1,Q713719,Bruno César,Bruno César Zanaki
reep_pd7f50267,Q67175513,Bruno Diniz,Bruno
reep_p0c2444d8,Q56367995,Bruno Duarte da Silva,Bruno Duarte
reep_p2afbcb18,Q19903620,Bruno Fabiano Alves,Bruno Alves
reep_p8fc9446d,Q15830942,Bruno Felipe Lima Teixeira,Bruno Lima
reep_pf86b51c0,Q21523359,Bruno Felipe Souza da Silva,Bruno
reep_pf86b51c0,Q21523359,Bruno Felipe Souza da Silva,Bruno Felipe
reep_pbd529eb5,Q4979200,Bruno Felipe de Abreu Barbosa,Bruninho
reep_p2b6b0490,Q109908675,Bruno Felipe de Oliveira,Bruno Oliveira
reep_pbb17cf46,Q4979316,Bruno Fernandes,B.Fernandes
reep_pbb17cf46,Q4979316,Bruno Fernandes,Bruno Borges Fernandes
reep_pbb17cf46,Q4979316,Bruno Fernandes,Bruno Miguel Borges Fernandes
reep_pbb17cf46,Q4979316,Bruno Fernandes,Fernandes
reep_peb0e6c0b,Q61596074,Bruno Ferreira Melo,Bruno Melo
reep_paaa76c1e,Q28099372,Bruno Ferreira Morgado,Bruno Morgado
reep_p217de6b5,Q18637209,Bruno Ferreira dos Santos,Bruno Ferreira
reep_p78996ee1,Q130476002,Bruno Figueiredo,Bruno Gomes Figueiredo
reep_p10437441,Q18062110,Bruno Filipe Lopes Correia,Bruninho
reep_p10437441,Q18062110,Bruno Filipe Lopes Correia,Bruno
reep_paedad33d,Q2016940,Bruno Filipe Tavares Pinheiro,Bruno Pinheiro
reep_p94fe80cd,Q735746,Bruno Fornaroli Sevilla,Bruno Fornaroli
reep_p56aaf1de,Q948402,Bruno Gabriel Soares,Bruno Soares
reep_p029f68f4,Q682127,Bruno Gama,Bruno Alexandre Vilela Gama
reep_pebead168,Q4979224,Bruno Gaspar,Bruno Miguel Boialvo Gaspar
reep_p00216b54,Q17335434,Bruno González Cabrera,Bruno
reep_p00216b54,Q17335434,Bruno González Cabrera,Bruno González
reep_p1c312e12,Q108155044,Bruno Gonçalves,Bruninho
reep_p1c312e12,Q108155044,Bruno Gonçalves,Bruno Gonçalves de Jesus
reep_p96699430,Q58323172,Bruno Guimarães,Bruno G.
reep_p96699430,Q58323172,Bruno Guimarães,Bruno Guimarães Rodriguez Moura
reep_p3ec51022,Q4979245,Bruno Henrique Corsini,Bruno Henrique
reep_pdb7248d2,Q23639251,Bruno Henrique Lopes,Bruno Lopes
reep_p53e246cb,Q102428673,Bruno Henrique Marques Torres,Bruno Marques
reep_p9b18b678,Q9667598,Bruno Henrique Turco,Bruno Turco
reep_pe52c5309,Q18707866,Bruno Jacinto da Silva,Bruno Paulista
reep_pac8090d1,Q26704556,Bruno Jordão,Bruno André Cavaco Jordao
reep_pac8090d1,Q26704556,Bruno Jordão,Bruno André Cavaco Jordão
reep_pac8090d1,Q26704556,Bruno Jordão,Jordao
reep_pa24f92a9,Q99641243,Bruno Leonardo dos Santos Covas,Bruno Leonardo
reep_p61f04e1d,Q107987151,Bruno Leyes,Bruno Leyes Sosa
reep_p3d5dc3ab,Q127923168,Bruno Lopes,Bruno Lopes Ferreira
reep_pa7fd90a6,Q64736752,Bruno Lourenço,Bruno Ponces Lourenço
reep_p937d0f35,Q4979298,Bruno Manuel Araújo Braga,Braga
reep_p8f634482,Q4979302,Bruno Martella,B. Martella
reep_p02ec4216,Q198064,Bruno Martins Indi,B. Martins Indi
reep_p551b131d,Q4979319,Bruno Miguel Mendes Alves,Bruno Alves
reep_p1fe2dca4,Q2926899,Bruno Miguel Moreira de Sousa,Bruno Miguel
reep_pc16975ee,Q29345060,Bruno Miguel Santos Leite,Bruno Leite
reep_pc16975ee,Q29345060,Bruno Miguel Santos Leite,Bruno Santos Leite
reep_p3d1e29b5,Q19973698,Bruno Miguel Sousa Silva,Bruno Miguel de Sousa Silva
reep_p3d1e29b5,Q19973698,Bruno Miguel Sousa Silva,Bruno Sousa
reep_p985a5b41,Q137767277,Bruno Miguel Vicente dos Santos,Cuba
reep_pb25161ca,Q62995617,Bruno Moreira Soares,Bruno
reep_pa42c3f06,Q135517153,Bruno Oliveira,Bruno de Oliveira Souza
reep_p8ea2ac16,Q18022181,Bruno Oliveira de Matos,Bruno Matos
reep_pf9b591e7,Q110730401,Bruno Paraíba,Bruno Pereira de Albuquerque
reep_p44905db9,Q2448009,Bruno Pereirinha,Bruno Alexandre Marques Pereirinha
reep_p44905db9,Q2448009,Bruno Pereirinha,Pereirinha
reep_pf8773306,Q4979352,Bruno Peres,Bruno da Silva Peres
reep_p39bac994,Q14951576,Bruno Petković,B. Petković
reep_p8bd4e93f,Q94583591,Bruno Praxedes,Bruno Conceição Praxedes
reep_p8bd4e93f,Q94583591,Bruno Praxedes,Praxedes
reep_pc1db197d,Q61776779,Bruno Reis,Bruninho
reep_pc1db197d,Q61776779,Bruno Reis,Bruno Miguel Carapeto Reis
reep_pc1db197d,Q61776779,Bruno Reis,Bruno Miguel Carapeto dos Reis
reep_p4db122c8,Q132672477,Bruno Rendón,Bruno Rendón Cardoso
reep_pe22bf779,Q440431,Bruno Saltor,Bruno Saltor Grau
reep_pc3cb1c35,Q22958642,Bruno Sávio da Silva,Bruno Sávio
reep_peef4da66,Q23771346,Bruno Viana,Bruno Viana Willemen da Silva
reep_p24113505,Q3645955,Bruno Vieira,Bruno
reep_p97577b47,Q797642,Bruno Vieira Gallo de Oliveira,Bruno Gallo
reep_p7a080688,Q28458117,Bruno Vieira de Souza,Bruninho
reep_p4c6e274f,Q26405415,Bruno Xavier Almeida Costa,Bruno Costa
reep_p1dc9bfa6,Q3645977,Bruno Zuculini,B. Zuculini
reep_p4fe9e4fd,Q21167389,Bruno da Mota Miranda,Bruno Mota
reep_p63f2df0c,Q4979444,Bruno da Silva Barbosa,Bruno Silva
reep_peeb5bea9,Q54744062,Bruno da Silva Costa,Bruno Costa
reep_p0149b4ea,Q4979445,Bruno de Carlo Fuso,Bruno Fuso
reep_pcbdd8070,Q32187582,Bruno de Jesus Pacheco,Bruno Pacheco
reep_peef0d153,Q15060011,Bruno dos Santos Nazário,Bruno Nazario
reep_peef0d153,Q15060011,Bruno dos Santos Nazário,Bruno Nazário
reep_p53de6684,Q18637183,Brunos Chalkiadakis,Bruno Chalkiadakis
reep_p21041b45,Q5576796,Bryam Alberto Rebellón,Bryam Rebellón
reep_p415b5680,Q98418784,Bryan Bentaberry,Bryan Bentaberry Varela
reep_p5b2c90dc,Q55314936,Bryan Borges Mascarenhas,Bryan Borges
reep_pb1f4a0ed,Q81647076,Bryan Carabalí,Bryan Carabalí Cañola
reep_pd87f8016,Q16911635,Bryan Carvallo Utreras,Bryan Carvallo
reep_pb44157e5,Q105872442,Bryan Casas,Bryan Casas Roque
reep_p45b6900b,Q136850076,Bryan Castillo,Bryan Castillo Rosendo
reep_peeedb919,Q22003695,Bryan Colula,Bryan Colula Alarcón
reep_p12cc0536,Q4241246,Bryan Cristante,B. Cristante
reep_p84f05da3,Q1753120,Bryan Dabo,B. Dabo
reep_p06d7abd7,Q78348050,Bryan Fiabema,Bryan Solhaug Fiabema
reep_pdfebb66c,Q64736754,Bryan Figueroa,Bryan Figueroa De La Hoz
reep_p0d757413,Q60687576,Bryan Gil,Bryan
reep_p0d757413,Q60687576,Bryan Gil,Bryan Gil Salvatierra
reep_pb6eabdb4,Q112659693,Bryan González Guzmán,Bryan González
reep_p65f811fe,Q83780921,Bryan Limbombe,Bryan Limbombe Ekango
reep_p73d550a9,Q10859340,Bryan López,Brayan López
reep_p450d9799,Q49561427,Bryan Mbeumo,Mbeumo
reep_p1285fd05,Q97124077,Bryan Morales,Bryan Morales Carrillo
reep_p36cae5c1,Q107119262,Bryan Ngwabije,Bryan-Clovis Ngwabije
reep_p4b1a643d,Q325997,Bryan Oviedo,B. Oviedo
reep_pff54b4aa,Q28924998,Bryan Oña,Bryan Oña Simbaña
reep_p1e153b85,Q30480291,Bryan Passi,B. Passi
reep_pfd9828bc,Q15984157,Bryan Pelé,B. Pelé
reep_p7c171043,Q84720282,Bryan Rivera,Bryan Rivera Andrango
reep_p60187672,Q64413523,Bryan Rodríguez,Brayan Rodríguez
reep_p4515f9e7,Q19926021,Bryan Rovira,Brayan Rovira
reep_p8225e452,Q29888566,Bryan Segura,Bryan Segura Cruz
reep_p8804c44b,Q3646140,Bryan Vega,Bryan Vega Chaves
reep_pd64418da,Q18417396,Bryan Vejar,Brayan Véjar
reep_p73c3e2de,Q113495917,Bryant Bilongo,Bryant Akono Bilongo
reep_pf6dcc736,Q58579047,Brylon Petersen,Brylon Lee Petersen
reep_p1442d85e,Q107025094,Brynjar Ingi Bjarnason,Brynjar Bjarnason
reep_p1274a706,Q70754630,Brynjólfur Darri Willumsson,Brynjólfur Andersen Willumsson
reep_p1274a706,Q70754630,Brynjólfur Darri Willumsson,Brynjólfur Willumsson
reep_tbc886780,Q211906,Brøndby IF,Brøndby Idrætsforening
reep_tf8652d55,Q4983188,Buckie Thistle F.C.,Buckie Thistle
reep_t836e3313,Q507935,Buckley Town F.C.,Buckley Town
reep_t9ecbe9b8,Q275612,Budapest Honvéd FC,Budapest Honvéd
reep_p6e54e01f,Q59306386,Bukayo Saka,Saka
reep_p9d7aa0c5,Q16234846,Bunyamudin Mustafayev,Bunyamudin Mustafaev
reep_p3f14a0dd,Q5641578,Buomesca Tué Na Bangna,Mesca
reep_pbfffc1b7,Q126039549,Burak Selver Yıldız,Burak Yildiz
reep_pbfffc1b7,Q126039549,Burak Selver Yıldız,Burak Yıldız
reep_peb6918cf,Q18765,Burak Yılmaz,B. Yılmaz
reep_p758fd63d,Q21518436,Burak Yılmaz,Burak Yilmaz
reep_peb6918cf,Q18765,Burak Yılmaz,Burak Yilmaz
reep_p4a7db2f7,Q1010205,Burak Çalık,Burak Calik
reep_pf7e2de98,Q84238384,Burak Çapkınoğlu,Burak Capkinoglu
reep_t6446391b,Q17005804,Burgan SC,Burgan
reep_p2b31b1af,Q1016305,Burim Kukeli,B. Kukeli
reep_t42e7291f,Q22098328,Burnley Bank Hall F.C.,Burnley
reep_t42e7291f,Q22098328,Burnley Bank Hall F.C.,Burnley FC
reep_t55b6847b,Q19458,Burnley F.C.,Burnley
reep_t55b6847b,Q19458,Burnley F.C.,Burnley Football Club
reep_td228fc27,Q5000251,Burntisland Shipyard F.C.,Burntisland Shipyard
reep_t9888ecbc,Q48929,Burton Albion F.C.,Burton Albion
reep_p1f4260aa,Q55905607,Byron Bonilla,Byron Bonilla Martínez
reep_p63da4de0,Q105705699,Byun Jun-su,Jun-soo Byeon
reep_pb857e5ba,Q72091661,Bárður á Reynatrøð,Bárdur á Reynatröd
reep_p34c011ff,Q106464198,Bénie Traoré,T.Bénie
reep_pd747df30,Q25367913,Böðvar Böðvarsson,Bödvar Bödvarsson
reep_p0d7147c8,Q45597173,Bùi Duy Thường,Duy Thuong Bui
reep_pe332090c,Q97159587,Bùi Hoàng Việt Anh,Hoang Viet Anh Bui
reep_p17a10b43,Q30025810,Bùi Tiến Dũng,Tien Dung Bui
reep_p6a1910ff,Q19892123,Bùi Tiến Dũng,Tien Dung Bui
reep_p7b4575bd,Q868808,Bùi Tấn Trường,Tan Truong Bui
reep_pa7fba7ec,Q118185936,Bùi Vĩ Hào,Vi Hao Bui
reep_pe6f67103,Q963817,Błażej Augustyn,Blazej Augustyn
reep_pe6f67103,Q963817,Błażej Augustyn,Błażej Szczepan Augustyn
reep_t19faea1e,Q671042,C.D. Feirense,CD Feirense
reep_t5bd0669c,Q503321,C.D. Guadalajara,Club Deportivo Guadalajara S. A. de C. V.
reep_t1eca6daa,Q216459,C.D. Nacional,Clube Desportivo Nacional
reep_teb7f7010,Q740637,C.D. Santa Clara,Clube Desportivo Santa Clara
reep_t5d3229dd,Q838134,C.F. Estrela da Amadora,Club Football Estrela da Amadora
reep_t12a2bb6e,Q216510,C.F. Os Belenenses,B SAD
reep_ta68092d0,Q1762119,C.F. União,CF União Madeira (-2021)
reep_tec58d1e6,Q216503,C.S. Marítimo,CS Marítimo
reep_t6f7fe65e,Q1102961,CA Bizertine,CA Bizertin
reep_t25815a03,Q2075858,CAPS United F.C.,CAPS United
reep_t7358fabd,Q2931214,CD Agoncillo,Agoncillo
reep_t4c63f38c,Q2310972,CD Albacete,Albacete
reep_t1d740175,Q837238,CD Alcoyano,Alcoyano
reep_t4675f6f3,Q2979851,CD Alfaro,Alfaro
reep_te5694111,Q2979852,CD Alhaurino,Alhaurino
reep_ta36927ea,Q2836708,CD Anguiano,Anguiano
reep_ta2aef227,Q5010035,CD Aoiz,Aoiz
reep_t017d55fb,Q134006758,CD Arcángel San Miguel,Arcángel San Miguel
reep_t7c28c0cd,Q5010040,CD Arenteiro,Arenteiro
reep_tc12881e0,Q4888027,CD Arnedo,Arnedo
reep_t1377249e,Q133896614,CD Atlético Mansillés,Atlético Mansillés
reep_td5d11e54,Q5773633,CD Atlético Paso,Atlético Paso
reep_tad3916ef,Q856073,CD Aurrerá de Vitoria,Aurrerá de Vitoria
reep_t54877873,Q973525,CD Azuqueca,Azuqueca
reep_ta7e3b248,Q5010041,CD Bala Azul,Bala Azul
reep_tb121e848,Q5010043,CD Barco,Barco
reep_t88fb1a44,Q5773643,CD Barquereño,Barquereño
reep_t0810b49d,Q5010042,CD Becerril,Becerril
reep_tbf554d0e,Q110588572,CD Belchite 97,Belchite 97
reep_tf84a6cad,Q5010044,CD Berceo,Berceo
reep_tbb76cee0,Q6412110,CD Beti Onak,Beti Onak
reep_t6866d69f,Q1940861,CD Bezana,Bezana
reep_t2b194fff,Q617359,CD Binissalem,Binissalem
reep_t88d2f59f,Q3571594,CD Binéfar,Binéfar
reep_t2dc5365b,Q5010047,CD Boiro,Boiro
reep_ta2c87f83,Q102276485,CD Buñol,Buñol
reep_tacc1e6b1,Q134600257,CD Cabeza del Buey,Cabeza del Buey
reep_td704d9cf,Q1834397,CD Calahorra,Calahorra
reep_t20ba6d2a,Q134073144,CD Calamonte,Calamonte
reep_t007cde9f,Q104214023,CD Cardassar,Cardassar
reep_t861f6d02,Q20613605,CD Cariñena,Cariñena
reep_t798ed212,Q743557,CD Castellón,Castellón
reep_t05ad7fa3,Q2482501,CD Cayón,Cayón
reep_t341eb1aa,Q114838992,CD Cazalegas,Cazalegas
reep_te346e005,Q113987628,CD Ceuta 6 de Junio,Ceuta 6 de Junio
reep_t2c4c744f,Q4816962,CD Choloma,Choloma
reep_t26fcdcb5,Q107389206,CD Colegios Diocesanos,Colegios Diocesanos
reep_tbee63e4b,Q19576985,CD Colindres,Colindres
reep_t72873309,Q643014,CD Colonia Moscardó,Colonia Moscardó
reep_t7e75583a,Q21002480,CD Colunga,Colunga
reep_tb8eddf6d,Q5773731,CD Cortes,Cortes
reep_t0908c744,Q2626289,CD Covadonga,Covadonga
reep_td61b72cf,Q5010071,CD Cristo Atlético,Cristo Atlético
reep_t5eae404c,Q604383,CD Cuarte,Cuarte
reep_tcc348a89,Q133891494,CD Derio,Derio
reep_t5283557f,Q5010076,CD Don Benito,Don Benito
reep_t9f4f56b1,Q5010074,CD El Palo,El Palo
reep_t4c2ec7c9,Q2416689,CD Estradense,Estradense
reep_tb9d40085,Q133896595,CD Galapagar,Galapagar
reep_t668eb680,Q117199066,CD Getafe Femenino,Getafe
reep_t668eb680,Q117199066,CD Getafe Femenino,Getafe Club de Fútbol
reep_tfc39f682,Q2607628,CD Guarnizo,Guarnizo
reep_t127f9b5c,Q129408632,CD Gévora,Gévora
reep_t00317b68,Q111948447,CD Herbania,Herbania
reep_t7dad43a3,Q5773818,CD Huétor Tájar,Huétor Tájar
reep_t83759274,Q93429587,CD Huétor Vega,Huétor Vega
reep_tba2365ef,Q74120437,CD Ibiza Islas Pitiusas,Ibiza Islas Pitiusas
reep_te1d2a1a9,Q5010089,CD Illescas,Illescas
reep_t7b616944,Q2722081,CD Izarra,Izarra
reep_td71df1cd,Q13048780,CD La Almunia,La Almunia
reep_t56ebf7b4,Q5773879,CD La Virgen del Camino,La Virgen del Camino
reep_tf863b83b,Q856098,CD Lagun Onak,Lagun Onak
reep_td0566e20,Q5010092,CD Laguna de Tenerife,Laguna de Tenerife
reep_t84922480,Q2206737,CD Lealtad,Lealtad
reep_t389cadf2,Q856119,CD Leganés,Leganés
reep_tde0a8147,Q665835,CD Llanes,Llanes
reep_tb661d1bf,Q20488587,CD Llosetense,Llosetense
reep_t9e9ee4e1,Q2638194,CD Manacor,Manacor
reep_t01b9982a,Q16549768,CD Manchego Ciudad Real,Manchego Ciudad Real
reep_t32c3a42e,Q5010100,CD Marchamalo,Marchamalo
reep_t742fe593,Q2088196,CD Mariño,Marino
reep_t512b0a0b,Q3323987,CD Mensajero,Mensajero
reep_t633aba99,Q11997,CD Mirandés,Mirandés
reep_t7e997276,Q126960021,CD Mojados,Mojados
reep_t9ce5a18c,Q134693465,CD Montañas del Pas,Montañas del Pas
reep_t4c4349ba,Q2789945,CD Mosconia,Mosconia
reep_t76a1b861,Q5010113,CD Oberena,Oberena
reep_t4ced6b45,Q956779,CD Pamplona,Pamplona
reep_te4de7d85,Q94808780,CD Pedroñeras,Pedroñeras
reep_t1d67775b,Q5010124,CD Pozoblanco,Pozoblanco
reep_t912fbd01,Q113496871,CD Pradejón,Pradejón
reep_t94d4472d,Q5010123,CD Praviano,Praviano
reep_tf8a9fab8,Q18588939,CD Revilla,Revilla
reep_t93c7335f,Q1023220,CD San Roque de Lepe,San Roque de Lepe
reep_t8f7e274f,Q5010131,CD Santa Amalia,Santa Amalia
reep_t39b0a04a,Q5010138,CD Santa Marta,Santa Marta
reep_t7c3b5e63,Q3826073,CD Santanyí,Santanyí
reep_tb6920185,Q519501,CD Santurtzi,Santurtzi
reep_tfcd1c36a,Q133896495,CD Soneja,Soneja
reep_t406c4347,Q127109706,CD Sonseca,Sonseca
reep_tdc3766af,Q17625516,CD Subiza,Subiza
reep_t74d1f00a,Q96374191,CD Tarancón,Tarancón
reep_t6b53d962,Q55606326,CD Tenerife C,Tenerife C
reep_tcb60d2d9,Q1023227,CD Tondela,Clube Desportivo de Tondela
reep_tcb60d2d9,Q1023227,CD Tondela,Tondela
reep_tee4dbe55,Q93606618,CD Torreperogil,Torreperogil
reep_tc77051b6,Q633564,CD Tudelano,Tudelano
reep_t087d9045,Q1995433,CD Tuilla,Tuilla
reep_ta43e331e,Q603023,CD Universidad César Vallejo,Universidad César Vallejo
reep_te9f84b67,Q4890097,CD Utiel,Utiel
reep_tfb6d806c,Q5774165,CD Utrera,Utrera
reep_tca24a2d5,Q13048787,CD Utrillas,Utrillas
reep_teabe9f2c,Q9197384,CD Varea,Varea
reep_t10ac3af2,Q5010157,CD Villegas,Villegas
reep_td6a9804e,Q5010160,CD Zuera,Zuera
reep_tb4f563a3,Q48855349,CE Operário Várzea-Grandense,Operário Várzea-Grandense
reep_tb8fec0f4,Q118928270,CF Esperança d'Andorra,Esperança d'Andorra
reep_t5f3f7408,Q167615,CF Montréal,Club de Foot Montréal
reep_tdb48a448,Q736937,CF Pachuca,Promotora del Club Pachuca S. A. de C. V.
reep_tc5fce3e0,Q5010946,CF Pozuelo de Alarcón,Pozuelo de Alarcón
reep_tfb367348,Q205998,CFR Cluj,Fotbal Club CFR 1907 Cluj SA
reep_pfc24df44,Q55735039,CHOI Won-chul,Won-Chul Choi
reep_pa1fcdc17,Q108665573,CJ Egan-Riley,Conrad Egan-Riley
reep_pa1fcdc17,Q108665573,CJ Egan-Riley,Egan-Riley
reep_tca698f8a,Q5014111,CR Vasco da Gama,Club de Regatas Vasco da Gama
reep_tb270590a,Q18541813,CS Metalurgistul Cugir,Metalurgistul Cugir
reep_ta8b3a7fc,Q16838020,CS Universitatea Craiova,U Craiova 1948 Club Sportiv SA
reep_ta8b3a7fc,Q16838020,CS Universitatea Craiova,Universitatea Craiova
reep_t6acd25a1,Q1024390,CSM Politehnica Iași,ACSM Politehnica Iasi
reep_padbed2ba,Q62061379,Cadina,Murilo Cadina
reep_t7d14f886,Q950480,Caernarfon Town F.C.,Caernarfon Town
reep_t52aa430c,Q658273,Caersws F.C.,Caersws
reep_t220ecc40,Q1900,Cagliari Calcio,Cagliari
reep_p24ca60f4,Q107647730,Cai Haochang,Haochang Cai
reep_p92d2f39d,Q5162422,Cai Huikang,Huikang Cai
reep_p0b440e1f,Q14618064,Cai Jingyuan,Jingyuan Cai
reep_paf389249,Q108170311,Cai Mingmin,Mingmin Cai
reep_p7681bcec,Q63198089,Caio,Caio Vinicius
reep_p7681bcec,Q63198089,Caio,Caio Vinicius da Conceição
reep_p7681bcec,Q63198089,Caio,Caio Vinícius
reep_p81788096,Q719780,Caio Alves,Caio
reep_pdc97b343,Q61677045,Caio Dantas,Caio da Silva Dantas
reep_pf7ae5c29,Q94750961,Caio Felipe da Silva Rocha,Caio Felipe
reep_p65449f59,Q137661950,Caio Ferreira,Caio
reep_p03ec2deb,Q21078307,Caio Godoy,Caio
reep_pb969dc0b,Q18379752,Caio Rangel,Caio
reep_pf3e6d295,Q104718095,Caio Vidal Rocha,Caio Vidal
reep_p7e486580,Q98270214,Caique de Jesus da Silva,Caíque
reep_p12cde3b0,Q106781826,Caiser Sergio Gomes,Caiser Gomes
reep_pe56820d3,Q553954,Caiuby,Caiuby Francisco da Silva
reep_pd8d7853d,Q941072,Cala,Juan Cala
reep_pd8d7853d,Q941072,Cala,Juan Torres Ruiz
reep_p59bc285a,Q58009180,Calabaza Diaz,Alexander Díaz
reep_pfa1b2ca7,Q131109014,Caleb Kporha,Kporha
reep_p7fc0d4fa,Q99519583,Caleb Okoli,Okoli
reep_pfdc1526b,Q29179447,Caleb Santos Jordão Rocha Carvalho,Caleb
reep_pb6aaaae1,Q16735578,Caleb Stanko,C. Stanko
reep_pa355e096,Q108293093,Caleb Taylor,Taylor
reep_p461d321c,Q104906206,Caleb Watts,Watts
reep_pfb938a35,Q97158493,Caleb Wiley,Wiley
reep_p8aa74391,Q58494979,Caleb Zady Sery,Caleb Sery
reep_td064655e,Q126616608,Calgary Wild FC,Calgary Wild
reep_pb57b7771,Q117243070,Calixte Ligue,Junior Ligue
reep_p22d5bd5a,Q121462654,Callan McKenna,McKenna
reep_pd06c9a05,Q42396622,Callum Hudson-Odoi,C. Hudson-Odoi
reep_pd06c9a05,Q42396622,Callum Hudson-Odoi,Hudson-Odoi
reep_p38de08d0,Q119543634,Callum Marshall,Marshall
reep_p900106dc,Q131573499,Callum Olusesi,Olusesi
reep_pc2133c6a,Q5022998,Callum Wilson,C. Wilson
reep_pc2133c6a,Q5022998,Callum Wilson,Wilson
reep_pc14af639,Q46522,Calum Chambers,C. Chambers
reep_pc14af639,Q46522,Calum Chambers,Chambers
reep_p81570690,Q118725094,Calum Scanlon,Callum Scanlon
reep_p81570690,Q118725094,Calum Scanlon,Scanlon
reep_tc21d6c04,Q130756059,Calvary FC,Calvary
reep_p555452cd,Q97059010,Calvin Bassey,Bassey
reep_pb706680d,Q106485947,Calvin Ramsay,Ramsay
reep_t7b87f98f,Q56244937,Calvo Sotelo Puertollano CF,Calvo Sotelo Puertollano
reep_p8f9ca0d9,Q58011475,Calyson Rubens Santiago Rosa,Calyson
reep_t7ae6da5a,Q2934688,Cambrian United F.C.,Cambrian United
reep_t8dd806f0,Q18509,Cambridge United F.C.,Cambridge United
reep_p72b4a5ef,Q66779547,Cameron Archer,Archer
reep_p2e1aaf40,Q98405043,Cameron Ballantyne,Cameron F Ballantyne
reep_p2e1aaf40,Q98405043,Cameron Ballantyne,Cammy Ballantyne
